Date,Adj Close,Volume,MA_50,Volatility_20
2004-08-19 00:00:00+00:00,2.5048084259033203,893181924.0,,
2004-08-20 00:00:00+00:00,2.7037649154663086,456686856.0,,
2004-08-23 00:00:00+00:00,2.730975389480591,365122512.0,,
2004-08-24 00:00:00+00:00,2.617891550064087,304946748.0,,
2004-08-25 00:00:00+00:00,2.6461007595062256,183772044.0,,
2004-08-26 00:00:00+00:00,2.693779706954956,141897960.0,,
2004-08-27 00:00:00+00:00,2.6498444080352783,124235640.0,,
2004-08-30 00:00:00+00:00,2.546497344970703,103935960.0,,
2004-08-31 00:00:00+00:00,2.5554840564727783,98357544.0,,
2004-09-01 00:00:00+00:00,2.5025622844696045,182765052.0,,
2004-09-02 00:00:00+00:00,2.534015655517578,302373324.0,,
2004-09-03 00:00:00+00:00,2.4965710639953613,103048848.0,,
2004-09-07 00:00:00+00:00,2.535763025283813,116950932.0,,
2004-09-08 00:00:00+00:00,2.553736686706543,99712188.0,,
2004-09-09 00:00:00+00:00,2.553985595703125,81234684.0,,
2004-09-10 00:00:00+00:00,2.6293752193450928,173977848.0,,
2004-09-13 00:00:00+00:00,2.6835451126098637,156882960.0,,
2004-09-14 00:00:00+00:00,2.7831485271453857,216579204.0,,
2004-09-15 00:00:00+00:00,2.79587984085083,214261524.0,,
2004-09-16 00:00:00+00:00,2.8450570106506348,185326488.0,,0.10574371128933577
2004-09-17 00:00:00+00:00,2.9329276084899902,189450360.0,,0.12160635350343692
2004-09-20 00:00:00+00:00,2.979609251022339,212575212.0,,0.1420103676346337
2004-09-21 00:00:00+00:00,2.9416651725769043,144575280.0,,0.15455263857900212
2004-09-22 00:00:00+00:00,2.9551446437835693,151624224.0,,0.166090868389031
2004-09-23 00:00:00+00:00,3.0160558223724365,170713116.0,,0.18080750147847802
2004-09-24 00:00:00+00:00,2.9913418292999268,182469348.0,,0.19140140813320167
2004-09-27 00:00:00+00:00,2.952148914337158,141322536.0,,0.19708028582113754
2004-09-28 00:00:00+00:00,3.1668334007263184,338581080.0,,0.21329931855472828
2004-09-29 00:00:00+00:00,3.272177696228028,610329060.0,,0.23447259949960153
2004-09-30 00:00:00+00:00,3.23523211479187,275160564.0,,0.24168084161549555
2004-10-01 00:00:00+00:00,3.3096227645874023,302497200.0,,0.2515655053559423
2004-10-04 00:00:00+00:00,3.3715314865112305,260455284.0,,0.2571214423967514
2004-10-05 00:00:00+00:00,3.454159736633301,299464236.0,,0.26576702433071236
2004-10-06 00:00:00+00:00,3.421956777572632,267628104.0,,0.2649028810577654
2004-10-07 00:00:00+00:00,3.466142416000366,282301416.0,,0.25990640786667063
2004-10-08 00:00:00+00:00,3.438183307647705,221390388.0,,0.25215537223729917
2004-10-11 00:00:00+00:00,3.3765244483947754,209442348.0,,0.23910222677596177
2004-10-12 00:00:00+00:00,3.4299447536468506,233310456.0,,0.23262322536839974
2004-10-13 00:00:00+00:00,3.5173165798187256,395324280.0,,0.22783303766824708
2004-10-14 00:00:00+00:00,3.544776678085327,208842948.0,,0.22354886202422872
2004-10-15 00:00:00+00:00,3.5974481105804443,263895840.0,,0.22509397792118177
2004-10-18 00:00:00+00:00,3.723512887954712,280726992.0,,0.2354774613787834
2004-10-19 00:00:00+00:00,3.6930575370788574,362197440.0,,0.2337058034287163
2004-10-20 00:00:00+00:00,3.5070817470550537,454453092.0,,0.21703427394591415
2004-10-21 00:00:00+00:00,3.729004621505737,582996420.0,,0.2136281969669532
2004-10-22 00:00:00+00:00,4.304406642913818,1474200324.0,,0.2720146710179592
2004-10-25 00:00:00+00:00,4.678106307983398,1309257432.0,,0.35755627945616353
2004-10-26 00:00:00+00:00,4.5383124351501465,891391716.0,,0.4060382181871286
2004-10-27 00:00:00+00:00,4.64240837097168,533725740.0,,0.4550515526294251
2004-10-28 00:00:00+00:00,4.825388431549072,593278128.0,3.171496181488037,0.5058504449699452
2004-10-29 00:00:00+00:00,4.758986949920654,845653500.0,3.216579751968384,0.5379515828328333
2004-11-01 00:00:00+00:00,4.893538475036621,488507004.0,3.26037522315979,0.5730749778032872
2004-11-02 00:00:00+00:00,4.86458158493042,453398148.0,3.3030473470687864,0.5980610873347613
2004-11-03 00:00:00+00:00,4.784699440002441,554992452.0,3.346383504867554,0.6066018923319694
2004-11-04 00:00:00+00:00,4.6107048988342285,575807616.0,3.385675587654114,0.6010288252237352
2004-11-05 00:00:00+00:00,4.227519989013672,792530676.0,3.416350393295288,0.5792206354536498
2004-11-08 00:00:00+00:00,4.30740213394165,447224328.0,3.4495015478134157,0.5493822433056019
2004-11-09 00:00:00+00:00,4.211294174194336,442125432.0,3.482797484397888,0.5179559893215736
2004-11-10 00:00:00+00:00,4.1903252601623535,425334240.0,3.5154943084716797,0.48904317061244795
2004-11-11 00:00:00+00:00,4.568767070770264,598820580.0,3.556818404197693,0.4606158766807171
2004-11-12 00:00:00+00:00,4.543304920196533,669174156.0,3.597004189491272,0.42858142081878153
2004-11-15 00:00:00+00:00,4.614948749542236,475583940.0,3.6393717432022097,0.4022461312891076
